biome,species_constant,species_name,national_dex,types
Mountain,SPECIES_SHUCKLE,Shuckle,NATIONAL_DEX_SHUCKLE,BUG/ROCK
Mountain,SPECIES_SIGILYPH,Sigilyph,NATIONAL_DEX_SIGILYPH,PSYCHIC/FLYING
Mountain,SPECIES_SILICOBRA,Silicobra,NATIONAL_DEX_SILICOBRA,GROUND
Mountain,SPECIES_SIMISEAR,Simisear,NATIONAL_DEX_SIMISEAR,FIRE
Mountain,SPECIES_SIRFETCHD,Sirfetch'd,NATIONAL_DEX_SIRFETCHD,FIGHTING
Mountain,SPECIES_SIZZLIPEDE,Sizzlipede,NATIONAL_DEX_SIZZLIPEDE,FIRE/BUG
Mountain,SPECIES_SKARMORY,Skarmory,NATIONAL_DEX_SKARMORY,STEEL/FLYING
Mountain,SPECIES_SKELEDIRGE,Skeledirge,NATIONAL_DEX_SKELEDIRGE,FIRE/GHOST
Mountain,SPECIES_SKIPLOOM,Skiploom,NATIONAL_DEX_SKIPLOOM,GRASS/FLYING
Mountain,SPECIES_SKITTY,Skitty,NATIONAL_DEX_SKITTY,NORMAL
Mountain,SPECIES_SKWOVET,Skwovet,NATIONAL_DEX_SKWOVET,NORMAL
Mountain,SPECIES_SLAKING,Slaking,NATIONAL_DEX_SLAKING,NORMAL
Mountain,SPECIES_SLAKOTH,Slakoth,NATIONAL_DEX_SLAKOTH,NORMAL
Mountain,SPECIES_SLIGGOO,Sliggoo,NATIONAL_DEX_SLIGGOO,DRAGON
Mountain,SPECIES_SLOWBRO,Slowbro,NATIONAL_DEX_SLOWBRO,WATER/PSYCHIC
Mountain,SPECIES_SLOWKING,Slowking,NATIONAL_DEX_SLOWKING,WATER/PSYCHIC
Mountain,SPECIES_SLOWPOKE,Slowpoke,NATIONAL_DEX_SLOWPOKE,WATER/PSYCHIC
Mountain,SPECIES_SLUGMA,Slugma,NATIONAL_DEX_SLUGMA,FIRE
Mountain,SPECIES_SMEARGLE,Smeargle,NATIONAL_DEX_SMEARGLE,NORMAL
Mountain,SPECIES_SMOLIV,Smoliv,NATIONAL_DEX_SMOLIV,GRASS/NORMAL
Mountain,SPECIES_SMOOCHUM,Smoochum,NATIONAL_DEX_SMOOCHUM,ICE/PSYCHIC
Mountain,SPECIES_SNEASEL,Sneasel,NATIONAL_DEX_SNEASEL,DARK/ICE
Mountain,SPECIES_SNEASLER,Sneasler,NATIONAL_DEX_SNEASLER,FIGHTING/POISON
Mountain,SPECIES_SNOM,Snom,NATIONAL_DEX_SNOM,ICE/BUG
Mountain,SPECIES_SNORLAX,Snorlax,NATIONAL_DEX_SNORLAX,NORMAL
Mountain,SPECIES_SNORUNT,Snorunt,NATIONAL_DEX_SNORUNT,ICE
Mountain,SPECIES_SNOVER,Snover,NATIONAL_DEX_SNOVER,GRASS/ICE
Mountain,SPECIES_SOLOSIS,Solosis,NATIONAL_DEX_SOLOSIS,PSYCHIC
Mountain,SPECIES_SOLROCK,Solrock,NATIONAL_DEX_SOLROCK,ROCK/PSYCHIC
Mountain,SPECIES_SPEAROW,Spearow,NATIONAL_DEX_SPEAROW,NORMAL/FLYING
Mountain,SPECIES_SPHEAL,Spheal,NATIONAL_DEX_SPHEAL,ICE/WATER
Mountain,SPECIES_SPINDA,Spinda,NATIONAL_DEX_SPINDA,NORMAL
Mountain,SPECIES_SPOINK,Spoink,NATIONAL_DEX_SPOINK,PSYCHIC
Mountain,SPECIES_SQUAWKABILLY_GREEN,Squawkabilly,NATIONAL_DEX_SQUAWKABILLY,NORMAL/FLYING
Mountain,SPECIES_STANTLER,Stantler,NATIONAL_DEX_STANTLER,NORMAL
Mountain,SPECIES_STARAPTOR,Staraptor,NATIONAL_DEX_STARAPTOR,NORMAL/FLYING
Mountain,SPECIES_STARAVIA,Staravia,NATIONAL_DEX_STARAVIA,NORMAL/FLYING
Mountain,SPECIES_STARLY,Starly,NATIONAL_DEX_STARLY,NORMAL/FLYING
Mountain,SPECIES_STARMIE,Starmie,NATIONAL_DEX_STARMIE,WATER/PSYCHIC
Mountain,SPECIES_STEELIX,Steelix,NATIONAL_DEX_STEELIX,STEEL/GROUND
Mountain,SPECIES_STONJOURNER,Stonjourner,NATIONAL_DEX_STONJOURNER,ROCK
Mountain,SPECIES_STOUTLAND,Stoutland,NATIONAL_DEX_STOUTLAND,NORMAL
Mountain,SPECIES_STUFFUL,Stufful,NATIONAL_DEX_STUFFUL,NORMAL/FIGHTING
Mountain,SPECIES_STUNFISK,Stunfisk,NATIONAL_DEX_STUNFISK,GROUND/ELECTRIC
Mountain,SPECIES_SUDOWOODO,Sudowoodo,NATIONAL_DEX_SUDOWOODO,ROCK
Mountain,SPECIES_SWABLU,Swablu,NATIONAL_DEX_SWABLU,NORMAL/FLYING
Mountain,SPECIES_SWAMPERT,Swampert,NATIONAL_DEX_SWAMPERT,WATER/GROUND
Mountain,SPECIES_SWANNA,Swanna,NATIONAL_DEX_SWANNA,WATER/FLYING
Mountain,SPECIES_SWELLOW,Swellow,NATIONAL_DEX_SWELLOW,NORMAL/FLYING
Mountain,SPECIES_SWINUB,Swinub,NATIONAL_DEX_SWINUB,ICE/GROUND
Mountain,SPECIES_SWOOBAT,Swoobat,NATIONAL_DEX_SWOOBAT,PSYCHIC/FLYING
Mountain,SPECIES_TADBULB,Tadbulb,NATIONAL_DEX_TADBULB,ELECTRIC
Mountain,SPECIES_TAILLOW,Taillow,NATIONAL_DEX_TAILLOW,NORMAL/FLYING
Mountain,SPECIES_TALONFLAME,Talonflame,NATIONAL_DEX_TALONFLAME,FIRE/FLYING
Mountain,SPECIES_TANDEMAUS,Tandemaus,NATIONAL_DEX_TANDEMAUS,NORMAL
Mountain,SPECIES_TATSUGIRI_CURLY,Tatsugiri,NATIONAL_DEX_TATSUGIRI,DRAGON/WATER
Mountain,SPECIES_TAUROS,Tauros,NATIONAL_DEX_TAUROS,NORMAL
Mountain,SPECIES_TEDDIURSA,Teddiursa,NATIONAL_DEX_TEDDIURSA,NORMAL
Mountain,SPECIES_TEPIG,Tepig,NATIONAL_DEX_TEPIG,FIRE
Mountain,SPECIES_TERAPAGOS_NORMAL,Terapagos,NATIONAL_DEX_TERAPAGOS,NORMAL
Mountain,SPECIES_THROH,Throh,NATIONAL_DEX_THROH,FIGHTING
Mountain,SPECIES_THUNDURUS_INCARNATE,Thundurus,NATIONAL_DEX_THUNDURUS,ELECTRIC/FLYING
Mountain,SPECIES_TIMBURR,Timburr,NATIONAL_DEX_TIMBURR,FIGHTING
Mountain,SPECIES_TINKATINK,Tinkatink,NATIONAL_DEX_TINKATINK,FAIRY/STEEL
Mountain,SPECIES_TINKATON,Tinkaton,NATIONAL_DEX_TINKATON,FAIRY/STEEL
Mountain,SPECIES_TINKATUFF,Tinkatuff,NATIONAL_DEX_TINKATUFF,FAIRY/STEEL
Mountain,SPECIES_TIRTOUGA,Tirtouga,NATIONAL_DEX_TIRTOUGA,WATER/ROCK
Mountain,SPECIES_TOEDSCOOL,Toedscool,NATIONAL_DEX_TOEDSCOOL,GROUND/GRASS
Mountain,SPECIES_TOEDSCRUEL,Toedscruel,NATIONAL_DEX_TOEDSCRUEL,GROUND/GRASS
Mountain,SPECIES_TOGEDEMARU,Togedemaru,NATIONAL_DEX_TOGEDEMARU,ELECTRIC/STEEL
Mountain,SPECIES_TOGEKISS,Togekiss,NATIONAL_DEX_TOGEKISS,FLYING
Mountain,SPECIES_TOGETIC,Togetic,NATIONAL_DEX_TOGETIC,FLYING
Mountain,SPECIES_TORCHIC,Torchic,NATIONAL_DEX_TORCHIC,FIRE
Mountain,SPECIES_TORKOAL,Torkoal,NATIONAL_DEX_TORKOAL,FIRE
Mountain,SPECIES_TORNADUS_INCARNATE,Tornadus,NATIONAL_DEX_TORNADUS,FLYING
Mountain,SPECIES_TORRACAT,Torracat,NATIONAL_DEX_TORRACAT,FIRE
Mountain,SPECIES_TORTERRA,Torterra,NATIONAL_DEX_TORTERRA,GRASS/GROUND
Mountain,SPECIES_TOUCANNON,Toucannon,NATIONAL_DEX_TOUCANNON,NORMAL/FLYING
Mountain,SPECIES_TOXEL,Toxel,NATIONAL_DEX_TOXEL,ELECTRIC/POISON
Mountain,SPECIES_TOXICROAK,Toxicroak,NATIONAL_DEX_TOXICROAK,POISON/FIGHTING
Mountain,SPECIES_TOXTRICITY_AMPED,Toxtricity,NATIONAL_DEX_TOXTRICITY,ELECTRIC/POISON
Mountain,SPECIES_TRANQUILL,Tranquill,NATIONAL_DEX_TRANQUILL,NORMAL/FLYING
Mountain,SPECIES_TRAPINCH,Trapinch,NATIONAL_DEX_TRAPINCH,GROUND
Mountain,SPECIES_TROPIUS,Tropius,NATIONAL_DEX_TROPIUS,GRASS/FLYING
Mountain,SPECIES_TRUMBEAK,Trumbeak,NATIONAL_DEX_TRUMBEAK,NORMAL/FLYING
Mountain,SPECIES_TURTONATOR,Turtonator,NATIONAL_DEX_TURTONATOR,FIRE/DRAGON
Mountain,SPECIES_TYNAMO,Tynamo,NATIONAL_DEX_TYNAMO,ELECTRIC
Mountain,SPECIES_TYPHLOSION,Typhlosion,NATIONAL_DEX_TYPHLOSION,FIRE
Mountain,SPECIES_TYRANITAR,Tyranitar,NATIONAL_DEX_TYRANITAR,ROCK/DARK
Mountain,SPECIES_TYRANTRUM,Tyrantrum,NATIONAL_DEX_TYRANTRUM,ROCK/DRAGON
Mountain,SPECIES_TYROGUE,Tyrogue,NATIONAL_DEX_TYROGUE,FIGHTING
Mountain,SPECIES_TYRUNT,Tyrunt,NATIONAL_DEX_TYRUNT,ROCK/DRAGON
Mountain,SPECIES_UNFEZANT,Unfezant,NATIONAL_DEX_UNFEZANT,NORMAL/FLYING
Mountain,SPECIES_UNOWN,Unown,NATIONAL_DEX_UNOWN,PSYCHIC
Mountain,SPECIES_URSALUNA,Ursaluna,NATIONAL_DEX_URSALUNA,GROUND/NORMAL
Mountain,SPECIES_URSARING,Ursaring,NATIONAL_DEX_URSARING,NORMAL
Mountain,SPECIES_URSHIFU_SINGLE_STRIKE,Urshifu,NATIONAL_DEX_URSHIFU,FIGHTING/DARK
Mountain,SPECIES_VANILLISH,Vanillish,NATIONAL_DEX_VANILLISH,ICE
Mountain,SPECIES_VANILLITE,Vanillite,NATIONAL_DEX_VANILLITE,ICE
Mountain,SPECIES_VANILLUXE,Vanilluxe,NATIONAL_DEX_VANILLUXE,ICE
Mountain,SPECIES_VAROOM,Varoom,NATIONAL_DEX_VAROOM,STEEL/POISON
Mountain,SPECIES_VELUZA,Veluza,NATIONAL_DEX_VELUZA,WATER/PSYCHIC
Mountain,SPECIES_VESPIQUEN,Vespiquen,NATIONAL_DEX_VESPIQUEN,BUG/FLYING
Mountain,SPECIES_VIBRAVA,Vibrava,NATIONAL_DEX_VIBRAVA,GROUND/DRAGON
Mountain,SPECIES_VIGOROTH,Vigoroth,NATIONAL_DEX_VIGOROTH,NORMAL
Mountain,SPECIES_VIKAVOLT,Vikavolt,NATIONAL_DEX_VIKAVOLT,BUG/ELECTRIC
Mountain,SPECIES_VIVILLON,Vivillon,NATIONAL_DEX_VIVILLON,BUG/FLYING
Mountain,SPECIES_VOLCARONA,Volcarona,NATIONAL_DEX_VOLCARONA,BUG/FIRE
Mountain,SPECIES_VOLTORB,Voltorb,NATIONAL_DEX_VOLTORB,ELECTRIC
Mountain,SPECIES_VULLABY,Vullaby,NATIONAL_DEX_VULLABY,DARK/FLYING
Mountain,SPECIES_VULPIX,Vulpix,NATIONAL_DEX_VULPIX,FIRE
Mountain,SPECIES_WALREIN,Walrein,NATIONAL_DEX_WALREIN,ICE/WATER
Mountain,SPECIES_WATCHOG,Watchog,NATIONAL_DEX_WATCHOG,NORMAL
Mountain,SPECIES_WATTREL,Wattrel,NATIONAL_DEX_WATTREL,ELECTRIC/FLYING
Mountain,SPECIES_WEAVILE,Weavile,NATIONAL_DEX_WEAVILE,DARK/ICE
Mountain,SPECIES_WHISCASH,Whiscash,NATIONAL_DEX_WHISCASH,WATER/GROUND
Mountain,SPECIES_WHISMUR,Whismur,NATIONAL_DEX_WHISMUR,NORMAL
Mountain,SPECIES_WIGGLYTUFF,Wigglytuff,NATIONAL_DEX_WIGGLYTUFF,NORMAL/FAIRY
Mountain,SPECIES_WINGULL,Wingull,NATIONAL_DEX_WINGULL,WATER/FLYING
Mountain,SPECIES_WOBBUFFET,Wobbuffet,NATIONAL_DEX_WOBBUFFET,PSYCHIC
Mountain,SPECIES_WOOBAT,Woobat,NATIONAL_DEX_WOOBAT,PSYCHIC/FLYING
Mountain,SPECIES_WOOLOO,Wooloo,NATIONAL_DEX_WOOLOO,NORMAL
Mountain,SPECIES_WOOPER,Wooper,NATIONAL_DEX_WOOPER,WATER/GROUND
Mountain,SPECIES_WYNAUT,Wynaut,NATIONAL_DEX_WYNAUT,PSYCHIC
Mountain,SPECIES_WYRDEER,Wyrdeer,NATIONAL_DEX_WYRDEER,NORMAL/PSYCHIC
Mountain,SPECIES_XATU,Xatu,NATIONAL_DEX_XATU,PSYCHIC/FLYING
Mountain,SPECIES_YAMPER,Yamper,NATIONAL_DEX_YAMPER,ELECTRIC
Mountain,SPECIES_YANMA,Yanma,NATIONAL_DEX_YANMA,BUG/FLYING
Mountain,SPECIES_YANMEGA,Yanmega,NATIONAL_DEX_YANMEGA,BUG/FLYING
Mountain,SPECIES_YUNGOOS,Yungoos,NATIONAL_DEX_YUNGOOS,NORMAL
Mountain,SPECIES_ZAMAZENTA_HERO,Zamazenta,NATIONAL_DEX_ZAMAZENTA,FIGHTING
Mountain,SPECIES_ZANGOOSE,Zangoose,NATIONAL_DEX_ZANGOOSE,NORMAL
Mountain,SPECIES_ZEBSTRIKA,Zebstrika,NATIONAL_DEX_ZEBSTRIKA,ELECTRIC
Mountain,SPECIES_ZIGZAGOON,Zigzagoon,NATIONAL_DEX_ZIGZAGOON,NORMAL
Mountain,SPECIES_ZUBAT,Zubat,NATIONAL_DEX_ZUBAT,POISON/FLYING
Mountain,SPECIES_ZWEILOUS,Zweilous,NATIONAL_DEX_ZWEILOUS,DARK/DRAGON
Mountain,SPECIES_ZYGARDE_50,Zygarde,NATIONAL_DEX_ZYGARDE,DRAGON/GROUND
Cave,SPECIES_ABRA,Abra,NATIONAL_DEX_ABRA,PSYCHIC
Cave,SPECIES_ABSOL,Absol,NATIONAL_DEX_ABSOL,DARK
Cave,SPECIES_AEGISLASH_SHIELD,Aegislash,NATIONAL_DEX_AEGISLASH,STEEL/GHOST
Cave,SPECIES_AERODACTYL,Aerodactyl,NATIONAL_DEX_AERODACTYL,ROCK/FLYING
Cave,SPECIES_AGGRON,Aggron,NATIONAL_DEX_AGGRON,STEEL/ROCK
Cave,SPECIES_ALAKAZAM,Alakazam,NATIONAL_DEX_ALAKAZAM,PSYCHIC
Cave,SPECIES_ALTARIA,Altaria,NATIONAL_DEX_ALTARIA,DRAGON/FLYING
Cave,SPECIES_AMAURA,Amaura,NATIONAL_DEX_AMAURA,ROCK/ICE
Cave,SPECIES_AMOONGUSS,Amoonguss,NATIONAL_DEX_AMOONGUSS,GRASS/POISON
Cave,SPECIES_ANNIHILAPE,Annihilape,NATIONAL_DEX_ANNIHILAPE,FIGHTING/GHOST
Cave,SPECIES_ANORITH,Anorith,NATIONAL_DEX_ANORITH,ROCK/BUG
Cave,SPECIES_APPLETUN,Appletun,NATIONAL_DEX_APPLETUN,GRASS/DRAGON
Cave,SPECIES_APPLIN,Applin,NATIONAL_DEX_APPLIN,GRASS/DRAGON
Cave,SPECIES_ARBOK,Arbok,NATIONAL_DEX_ARBOK,POISON
Cave,SPECIES_ARCHALUDON,Archaludon,NATIONAL_DEX_ARCHALUDON,STEEL/DRAGON
Cave,SPECIES_ARCHEN,Archen,NATIONAL_DEX_ARCHEN,ROCK/FLYING
Cave,SPECIES_ARCHEOPS,Archeops,NATIONAL_DEX_ARCHEOPS,ROCK/FLYING
Cave,SPECIES_ARCTIBAX,Arctibax,NATIONAL_DEX_ARCTIBAX,DRAGON/ICE
Cave,SPECIES_ARIADOS,Ariados,NATIONAL_DEX_ARIADOS,BUG/POISON
Cave,SPECIES_ARMALDO,Armaldo,NATIONAL_DEX_ARMALDO,ROCK/BUG
Cave,SPECIES_ARMAROUGE,Armarouge,NATIONAL_DEX_ARMAROUGE,FIRE/PSYCHIC
Cave,SPECIES_ARON,Aron,NATIONAL_DEX_ARON,STEEL/ROCK
Cave,SPECIES_AURORUS,Aurorus,NATIONAL_DEX_AURORUS,ROCK/ICE
Cave,SPECIES_AXEW,Axew,NATIONAL_DEX_AXEW,DRAGON
Cave,SPECIES_BAGON,Bagon,NATIONAL_DEX_BAGON,DRAGON
Cave,SPECIES_BALTOY,Baltoy,NATIONAL_DEX_BALTOY,GROUND/PSYCHIC
Cave,SPECIES_BANETTE,Banette,NATIONAL_DEX_BANETTE,GHOST
Cave,SPECIES_BARBARACLE,Barbaracle,NATIONAL_DEX_BARBARACLE,ROCK/WATER
Cave,SPECIES_BARBOACH,Barboach,NATIONAL_DEX_BARBOACH,WATER/GROUND
Cave,SPECIES_BASCULEGION_M,Basculegion,NATIONAL_DEX_BASCULEGION,WATER/GHOST
Cave,SPECIES_BASTIODON,Bastiodon,NATIONAL_DEX_BASTIODON,ROCK/STEEL
Cave,SPECIES_BAXCALIBUR,Baxcalibur,NATIONAL_DEX_BAXCALIBUR,DRAGON/ICE
Cave,SPECIES_BEEDRILL,Beedrill,NATIONAL_DEX_BEEDRILL,BUG/POISON
Cave,SPECIES_BEHEEYEM,Beheeyem,NATIONAL_DEX_BEHEEYEM,PSYCHIC
Cave,SPECIES_BELDUM,Beldum,NATIONAL_DEX_BELDUM,STEEL/PSYCHIC
Cave,SPECIES_BELLSPROUT,Bellsprout,NATIONAL_DEX_BELLSPROUT,GRASS/POISON
Cave,SPECIES_BINACLE,Binacle,NATIONAL_DEX_BINACLE,ROCK/WATER
Cave,SPECIES_BISHARP,Bisharp,NATIONAL_DEX_BISHARP,DARK/STEEL
Cave,SPECIES_BOLDORE,Boldore,NATIONAL_DEX_BOLDORE,ROCK
Cave,SPECIES_BOMBIRDIER,Bombirdier,NATIONAL_DEX_BOMBIRDIER,FLYING/DARK
Cave,SPECIES_BONSLY,Bonsly,NATIONAL_DEX_BONSLY,ROCK
Cave,SPECIES_BRAMBLEGHAST,Brambleghast,NATIONAL_DEX_BRAMBLEGHAST,GRASS/GHOST
Cave,SPECIES_BRAMBLIN,Bramblin,NATIONAL_DEX_BRAMBLIN,GRASS/GHOST
Cave,SPECIES_BRONZONG,Bronzong,NATIONAL_DEX_BRONZONG,STEEL/PSYCHIC
Cave,SPECIES_BRONZOR,Bronzor,NATIONAL_DEX_BRONZOR,STEEL/PSYCHIC
Cave,SPECIES_BRUXISH,Bruxish,NATIONAL_DEX_BRUXISH,WATER/PSYCHIC
Cave,SPECIES_BUDEW,Budew,NATIONAL_DEX_BUDEW,GRASS/POISON
Cave,SPECIES_BULBASAUR,Bulbasaur,NATIONAL_DEX_BULBASAUR,GRASS/POISON
Cave,SPECIES_CACTURNE,Cacturne,NATIONAL_DEX_CACTURNE,GRASS/DARK
Cave,SPECIES_CAMERUPT,Camerupt,NATIONAL_DEX_CAMERUPT,FIRE/GROUND
Cave,SPECIES_CARBINK,Carbink,NATIONAL_DEX_CARBINK,ROCK/FAIRY
Cave,SPECIES_CARKOL,Carkol,NATIONAL_DEX_CARKOL,ROCK/FIRE
Cave,SPECIES_CARRACOSTA,Carracosta,NATIONAL_DEX_CARRACOSTA,WATER/ROCK
Cave,SPECIES_CARVANHA,Carvanha,NATIONAL_DEX_CARVANHA,WATER/DARK
Cave,SPECIES_CERULEDGE,Ceruledge,NATIONAL_DEX_CERULEDGE,FIRE/GHOST
Cave,SPECIES_CHANDELURE,Chandelure,NATIONAL_DEX_CHANDELURE,GHOST/FIRE
Cave,SPECIES_CHIMECHO,Chimecho,NATIONAL_DEX_CHIMECHO,PSYCHIC
Cave,SPECIES_CHINGLING,Chingling,NATIONAL_DEX_CHINGLING,PSYCHIC
Cave,SPECIES_CLAYDOL,Claydol,NATIONAL_DEX_CLAYDOL,GROUND/PSYCHIC
Cave,SPECIES_CLODSIRE,Clodsire,NATIONAL_DEX_CLODSIRE,POISON/GROUND
Cave,SPECIES_COALOSSAL,Coalossal,NATIONAL_DEX_COALOSSAL,ROCK/FIRE
Cave,SPECIES_COFAGRIGUS,Cofagrigus,NATIONAL_DEX_COFAGRIGUS,GHOST
Cave,SPECIES_COPPERAJAH,Copperajah,NATIONAL_DEX_COPPERAJAH,STEEL
Cave,SPECIES_CORSOLA,Corsola,NATIONAL_DEX_CORSOLA,WATER/ROCK
Cave,SPECIES_CORVIKNIGHT,Corviknight,NATIONAL_DEX_CORVIKNIGHT,FLYING/STEEL
Cave,SPECIES_CRADILY,Cradily,NATIONAL_DEX_CRADILY,ROCK/GRASS
Cave,SPECIES_CRANIDOS,Cranidos,NATIONAL_DEX_CRANIDOS,ROCK
Cave,SPECIES_CRAWDAUNT,Crawdaunt,NATIONAL_DEX_CRAWDAUNT,WATER/DARK
Cave,SPECIES_CROAGUNK,Croagunk,NATIONAL_DEX_CROAGUNK,POISON/FIGHTING
Cave,SPECIES_CROBAT,Crobat,NATIONAL_DEX_CROBAT,POISON/FLYING
Cave,SPECIES_CRUSTLE,Crustle,NATIONAL_DEX_CRUSTLE,BUG/ROCK
Cave,SPECIES_CUBONE,Cubone,NATIONAL_DEX_CUBONE,GROUND
Cave,SPECIES_CUFANT,Cufant,NATIONAL_DEX_CUFANT,STEEL
Cave,SPECIES_CURSOLA,Cursola,NATIONAL_DEX_CURSOLA,GHOST
Cave,SPECIES_CYCLIZAR,Cyclizar,NATIONAL_DEX_CYCLIZAR,DRAGON/NORMAL
Cave,SPECIES_DECIDUEYE,Decidueye,NATIONAL_DEX_DECIDUEYE,GRASS/GHOST
Cave,SPECIES_DEINO,Deino,NATIONAL_DEX_DEINO,DARK/DRAGON
Cave,SPECIES_DELPHOX,Delphox,NATIONAL_DEX_DELPHOX,FIRE/PSYCHIC
Cave,SPECIES_DHELMISE,Dhelmise,NATIONAL_DEX_DHELMISE,GHOST/GRASS
Cave,SPECIES_DIGGERSBY,Diggersby,NATIONAL_DEX_DIGGERSBY,NORMAL/GROUND
Cave,SPECIES_DIGLETT,Diglett,NATIONAL_DEX_DIGLETT,GROUND
Cave,SPECIES_DIPPLIN,Dipplin,NATIONAL_DEX_DIPPLIN,GRASS/DRAGON
Cave,SPECIES_DONPHAN,Donphan,NATIONAL_DEX_DONPHAN,GROUND
Cave,SPECIES_DOTTLER,Dottler,NATIONAL_DEX_DOTTLER,BUG/PSYCHIC
Cave,SPECIES_DOUBLADE,Doublade,NATIONAL_DEX_DOUBLADE,STEEL/GHOST
Cave,SPECIES_DRACOVISH,Dracovish,NATIONAL_DEX_DRACOVISH,WATER/DRAGON
Cave,SPECIES_DRACOZOLT,Dracozolt,NATIONAL_DEX_DRACOZOLT,ELECTRIC/DRAGON
Cave,SPECIES_DRAGALGE,Dragalge,NATIONAL_DEX_DRAGALGE,POISON/DRAGON
Cave,SPECIES_DRAGAPULT,Dragapult,NATIONAL_DEX_DRAGAPULT,DRAGON/GHOST
Cave,SPECIES_DRAGONAIR,Dragonair,NATIONAL_DEX_DRAGONAIR,DRAGON
Cave,SPECIES_DRAGONITE,Dragonite,NATIONAL_DEX_DRAGONITE,DRAGON/FLYING
Cave,SPECIES_DRAKLOAK,Drakloak,NATIONAL_DEX_DRAKLOAK,DRAGON/GHOST
Cave,SPECIES_DRAMPA,Drampa,NATIONAL_DEX_DRAMPA,NORMAL/DRAGON
Cave,SPECIES_DRAPION,Drapion,NATIONAL_DEX_DRAPION,POISON/DARK
Cave,SPECIES_DRATINI,Dratini,NATIONAL_DEX_DRATINI,DRAGON
Cave,SPECIES_DREDNAW,Drednaw,NATIONAL_DEX_DREDNAW,WATER/ROCK
Cave,SPECIES_DREEPY,Dreepy,NATIONAL_DEX_DREEPY,DRAGON/GHOST
Cave,SPECIES_DRIFBLIM,Drifblim,NATIONAL_DEX_DRIFBLIM,GHOST/FLYING
Cave,SPECIES_DRIFLOON,Drifloon,NATIONAL_DEX_DRIFLOON,GHOST/FLYING
Cave,SPECIES_DRILBUR,Drilbur,NATIONAL_DEX_DRILBUR,GROUND
Cave,SPECIES_DROWZEE,Drowzee,NATIONAL_DEX_DROWZEE,PSYCHIC
Cave,SPECIES_DRUDDIGON,Druddigon,NATIONAL_DEX_DRUDDIGON,DRAGON
Cave,SPECIES_DUGTRIO,Dugtrio,NATIONAL_DEX_DUGTRIO,GROUND
Cave,SPECIES_DUOSION,Duosion,NATIONAL_DEX_DUOSION,PSYCHIC
Cave,SPECIES_DURALUDON,Duraludon,NATIONAL_DEX_DURALUDON,STEEL/DRAGON
Cave,SPECIES_DURANT,Durant,NATIONAL_DEX_DURANT,BUG/STEEL
Cave,SPECIES_DUSCLOPS,Dusclops,NATIONAL_DEX_DUSCLOPS,GHOST
Cave,SPECIES_DUSKNOIR,Dusknoir,NATIONAL_DEX_DUSKNOIR,GHOST
Cave,SPECIES_DUSKULL,Duskull,NATIONAL_DEX_DUSKULL,GHOST
Cave,SPECIES_DUSTOX,Dustox,NATIONAL_DEX_DUSTOX,BUG/POISON
Cave,SPECIES_DWEBBLE,Dwebble,NATIONAL_DEX_DWEBBLE,BUG/ROCK
Cave,SPECIES_EKANS,Ekans,NATIONAL_DEX_EKANS,POISON
Cave,SPECIES_ELGYEM,Elgyem,NATIONAL_DEX_ELGYEM,PSYCHIC
Cave,SPECIES_EMPOLEON,Empoleon,NATIONAL_DEX_EMPOLEON,WATER/STEEL
Cave,SPECIES_ESCAVALIER,Escavalier,NATIONAL_DEX_ESCAVALIER,BUG/STEEL
Cave,SPECIES_ESPATHRA,Espathra,NATIONAL_DEX_ESPATHRA,PSYCHIC
Cave,SPECIES_ESPEON,Espeon,NATIONAL_DEX_ESPEON,PSYCHIC
Cave,SPECIES_ESPURR,Espurr,NATIONAL_DEX_ESPURR,PSYCHIC
Cave,SPECIES_EXCADRILL,Excadrill,NATIONAL_DEX_EXCADRILL,GROUND/STEEL
Cave,SPECIES_EXEGGCUTE,Exeggcute,NATIONAL_DEX_EXEGGCUTE,GRASS/PSYCHIC
Cave,SPECIES_EXEGGUTOR,Exeggutor,NATIONAL_DEX_EXEGGUTOR,GRASS/PSYCHIC
Cave,SPECIES_FARIGIRAF,Farigiraf,NATIONAL_DEX_FARIGIRAF,NORMAL/PSYCHIC
Cave,SPECIES_FERROSEED,Ferroseed,NATIONAL_DEX_FERROSEED,GRASS/STEEL
Cave,SPECIES_FERROTHORN,Ferrothorn,NATIONAL_DEX_FERROTHORN,GRASS/STEEL
Cave,SPECIES_FEZANDIPITI,Fezandipiti,NATIONAL_DEX_FEZANDIPITI,POISON/FAIRY
Cave,SPECIES_FLAPPLE,Flapple,NATIONAL_DEX_FLAPPLE,GRASS/DRAGON
Cave,SPECIES_FLITTLE,Flittle,NATIONAL_DEX_FLITTLE,PSYCHIC
Cave,SPECIES_FLYGON,Flygon,NATIONAL_DEX_FLYGON,GROUND/DRAGON
Cave,SPECIES_FOONGUS,Foongus,NATIONAL_DEX_FOONGUS,GRASS/POISON
Cave,SPECIES_FORRETRESS,Forretress,NATIONAL_DEX_FORRETRESS,BUG/STEEL
Cave,SPECIES_FRAXURE,Fraxure,NATIONAL_DEX_FRAXURE,DRAGON
Cave,SPECIES_FRIGIBAX,Frigibax,NATIONAL_DEX_FRIGIBAX,DRAGON/ICE
Cave,SPECIES_FRILLISH,Frillish,NATIONAL_DEX_FRILLISH,WATER/GHOST
Cave,SPECIES_FROSLASS,Froslass,NATIONAL_DEX_FROSLASS,ICE/GHOST
